Price,Status,Area,Rate per sqft,Property Type,Locality,Builder Name,RERA Approval,BHK_Count,Socity,Company Name,Flat Type
52500000.0,Ready to move,5800,"9,051 ",4 BHK Apartment in Krrish Provence Estate,Gwal Pahari,NKV Group,Not approved by RERA,4.0, Krrish Provence Estate,Krrish,Apartment
23500000.0,Ready to move,2259,"10,402 ",3 BHK Independent Floor in Omaxe Mayfield Garden,Sector 51,Sharma Prop,Not approved by RERA,3.0, Omaxe Mayfield Garden,Omaxe,Floor
24500000.0,Ready to move,2300,"10,652 ",3 BHK Independent Floor in Real Sushant Lok II,Sector 55,Sharma Prop,Not approved by RERA,3.0, Real Sushant Lok II,Real,Floor
37000000.0,Ready to move,2700,"13,703 ",4 BHK Apartment in Ansal Sushant Lok 1,Sector 43,Sharma Prop,Not approved by RERA,4.0, Ansal Sushant Lok 1,Ansal,Apartment
38500000.0,Ready to move,3300,"11,666 ",4 BHK Independent Floor in Eros Wembley Estate,South City II,Aarti Sharma,Not approved by RERA,4.0, Eros Wembley Estate,Eros,Floor
31000000.0,Ready to move,2700,"11,481 ",4 BHK Independent Floor in Ansal Sushant Lok 2,Sector 55,Aarti Sharma,Not approved by RERA,4.0, Ansal Sushant Lok 2,Ansal,Floor
23000000.0,Ready to move,1800,"12,777 ",3 BHK Independent Floor in Uppal Southend,Sector 49,home,Not approved by RERA,3.0, Uppal Southend,Uppal,Floor
21200000.0,Under Construction,1850,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Property In Gurgaon,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
29900000.000000004,Under Construction,2600,"11,500 ",4 BHK Apartment in Smart Smartworld One DXP,Sector 113,properties for sale in Gurgaon,Approved by RERA,4.0, Smart Smartworld One DXP,Smart,Apartment
21200000.0,Under Construction,1850,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Kajal Mehta,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
24100000.0,Under Construction,2100,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
21200000.0,Under Construction,1850,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
29900000.000000004,Under Construction,2600,"11,500 ",4 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,4.0, Smart Smartworld One DXP,Smart,Apartment
24100000.0,Under Construction,2100,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
24100000.0,Under Construction,2100,"11,500 ",3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,3.0, Smart Smartworld One DXP,Smart,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
16200000.000000002,Under Construction,1478,"10,960 ",2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,2.0, Krisumi Waterfall Residences,Krisumi,Apartment
16200000.000000002,Under Construction,1478,"10,960 ",2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,2.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25500000.0,Under Construction,2503,"10,187 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25500000.0,Under Construction,2503,"10,187 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
33300000.0,Under Construction,2538,"13,120 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
33300000.0,Under Construction,2538,"13,120 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
29900000.000000004,Under Construction,2600,"11,500 ",4 BHK Apartment in Smart Smartworld One DXP,Sector 113,Individual Agent,Approved by RERA,4.0, Smart Smartworld One DXP,Smart,Apartment
140000000.0,Ready to move,4175,"33,532 ",4 BHK Apartment in Suncity Platinum Towers,Sector 28,home,Not approved by RERA,4.0, Suncity Plat,Suncity,Apartment
73100000.0,Ready to move,3150,"23,206 ",4 BHK Apartment in Suncity Platinum Towers,Sector 28,Property In Gurgaon,Not approved by RERA,4.0, Suncity Plat,Suncity,Apartment
62400000.0,Ready to move,8000,"7,812 ",6 BHK Villa in Gated villa,Sector 51,properties for sale in Gurgaon,Not approved by RERA,6.0, Gated villa,Gated,Villa
9999000.0,Ready to move,2790,"3,584 ",3 BHK Independent Floor in Livable floor,Sushant Lok Phase 3,Sharma Prop,Not approved by RERA,3.0, Livable floor,Livable,Floor
49400000.00000001,Under Construction,2150,"22,976 ",3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Sharma Prop,Approved by RERA,3.0, Silverglades Hightown Residences,Silverglades,Apartment
140000000.0,Ready to move,8120,"17,241 ",5 BHK Villa in Gated villa,Sector 67,Sharma Prop,Not approved by RERA,5.0, Gated villa,Gated,Villa
14500000.0,Under Construction,1210,"11,983 ",1 BHK Apartment in M3M Paragon 57,Sector 57,Sharma Prop,Approved by RERA,1.0, M3M Paragon 57,M3M,Apartment
55000000.0,Ready to move,4752,"11,574 ",4 BHK Independent Floor in LUXURY floorsss,Sushant LOK I,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
70000000.0,Ready to move,4518,"15,493 ",5 BHK Independent Floor in LUXURY floorsss,DLF City Phase 1,Sharma Prop,Not approved by RERA,5.0, LUXURY floorsss,LUXURY,Floor
40000000.0,Ready to move,3600,"11,111 ",4 BHK Independent Floor in LUXURY floorsss,DLF City Phase 1,Aarti Sharma,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
47100000.0,Ready to move,3858,"12,208 ",3 BHK Apartment in Pioneer Araya,Sector 62,Sharma Prop,Not approved by RERA,3.0, Pioneer Araya,Pioneer,Apartment
51500000.0,Ready to move,5000,"10,300 ",4 BHK Apartment in M3M Polo Suites,Sector 65,Sharma Prop,Not approved by RERA,4.0, M3M Polo Suites,M3M,Apartment
16500000.0,Ready to move,1935,"8,527 ",3 BHK Independent Floor in Sushant Lok floorsss,Sushant LOK I,Sharma Prop,Not approved by RERA,3.0, Sushant Lok floorsss,Sushant,Floor
33500000.0,Ready to move,4500,"7,444 ",5 BHK Independent Floor,Sushant Lok Phase - 2,Sharma Prop,Not approved by RERA,5.0,Outside Socity,Outside,Plot
160000000.0,Ready to move,5800,"27,586 ",4 BHK Apartment in  The Magnolias,Sector 42,Sharma Prop,Not approved by RERA,4.0,  The Magnolias,The,Apartment
510000000.0,Ready to move,11500,"44,347 ",7 BHK Apartment in DLF Camellias,Sector 42,Sharma Prop,Not approved by RERA,7.0, DLF Camellias,DLF,Apartment
47100000.0,Ready to move,3990,"11,804 ",4 BHK Apartment in DLF Pinnacle,Sector 43,Sharma Prop,Not approved by RERA,4.0, DLF P,DLF,Apartment
72900000.0,Ready to move,10000,"7,290 ",6 BHK Independent House in Villa and kothi,Sushant LOK I,Sharma Prop,Not approved by RERA,6.0, Villa and kothi,Villa,House
18100000.0,Ready to move,2452,"7,391 ",3 BHK Apartment in Ireo Victory Valley,Sector 67,Sharma Prop,Not approved by RERA,3.0, Ireo Victory Valley,Ireo,Apartment
18000000.0,Ready to move,2452,"7,340 ",3 BHK Apartment in Ireo Victory Valley,Sector 67,Sharma Prop,Not approved by RERA,3.0, Ireo Victory Valley,Ireo,Apartment
87500000.0,Ready to move,8150,"10,736 ",6 BHK Apartment in Emaar Marbella,Sector 66,home,Not approved by RERA,6.0, Emaar Marbella,Emaar,Apartment
46500000.0,Ready to move,6840,"6,798 ",4 BHK Independent Floor,Suncity Sector 54,Property In Gurgaon,Not approved by RERA,4.0,Outside Socity,Outside,Plot
56000000.0,Ready to move,4400,"12,727 ",4 BHK Apartment in Pioneer Araya,Sector 62,properties for sale in Gurgaon,Not approved by RERA,4.0, Pioneer Araya,Pioneer,Apartment
21900000.0,Ready to move,2844,"7,700 ",4 BHK Independent Floor,DLF Phase 3,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
28900000.0,Ready to move,3000,"9,633 ",4 BHK Independent Floor,South City I,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
55000000.0,Ready to move,7300,"7,534 ",5 BHK Independent Floor in Luxurious floor,DLF Phase 4,Sharma Prop,Not approved by RERA,5.0, Luxurious floor,Luxurious,Floor
42500000.0,Ready to move,2700,"15,740 ",4 BHK Apartment in Park placess,Golf Course Road,Sharma Prop,Not approved by RERA,4.0, Park placess,Park,Apartment
77500000.0,Ready to move,6768,"11,450 ",5 BHK Villa in Vipul Tatvam Villas,Sector 48,Sharma Prop,Not approved by RERA,5.0, Vipul Tatvam Villas,Vipul,Villa
87500000.0,Ready to move,8568,"10,212 ",5 BHK Apartment in Vipul Tatvam Villas,Sector 48,Sharma Prop,Not approved by RERA,5.0, Vipul Tatvam Villas,Vipul,Apartment
37000000.0,Under Construction,2685,"13,780 ",3 BHK Apartment in Suncity Platinum Towers,Sector 28,Sharma Prop,Approved by RERA,3.0, Suncity Plat,Suncity,Apartment
43000000.0,Under Construction,3150,"13,651 ",4 BHK Apartment in Suncity Platinum Towers,Sector 28,Sharma Prop,Approved by RERA,4.0, Suncity Plat,Suncity,Apartment
32500000.0,Ready to move,2700,"12,037 ",4 BHK Independent Floor in LUXURY floorsss,DLF CITY PHASE I,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
32400000.000000004,Ready to move,4500,"7,200 ",4 BHK Independent Floor in Luxurious floor,DLF Phase 3,Sharma Prop,Not approved by RERA,4.0, Luxurious floor,Luxurious,Floor
87500000.0,Ready to move,8568,"10,212 ",5 BHK Villa in Vipul Tatvam Villas,Sector 48,Sharma Prop,Not approved by RERA,5.0, Vipul Tatvam Villas,Vipul,Villa
71200000.0,Ready to move,7200,"9,888 ",7 BHK Villa in Today Opulence Villas,Sector 51,Sharma Prop,Not approved by RERA,7.0, Today Opulence Villas,Today,Villa
18000000.0,Ready to move,2700,"6,666 ",3 BHK Independent Floor in LUXURY floorsss,Sushant LOK I,Sharma Prop,Not approved by RERA,3.0, LUXURY floorsss,LUXURY,Floor
115000000.0,Ready to move,6200,"18,564 ",4 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Sharma Prop,Not approved by RERA,4.0, Tribeca Trump Towers Delhi NCR,Tribeca,Apartment
16500000.0,Ready to move,2700,"6,111 ",4 BHK Independent Floor,Sector 55,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
38900000.0,Ready to move,4100,"9,487 ",4 BHK Apartment in M3M Golf Estate,Sector 65,Sharma Prop,Not approved by RERA,4.0, M3M Golf Estate,M3M,Apartment
25700000.0,Ready to move,3209,"8,008 ",4 BHK Independent Floor in LUXURY floorsss,South City II,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
60000000.0,Ready to move,6500,"9,230 ",5 BHK Independent Floor in Sushant Lok floorsss,Sushant Lok Phase - 1,home,Not approved by RERA,5.0, Sushant Lok floorsss,Sushant,Floor
30000000.0,Ready to move,4275,"7,017 ",4 BHK Independent Floor,Sector 51,Property In Gurgaon,Not approved by RERA,4.0,Outside Socity,Outside,Plot
52100000.0,Ready to move,4995,"10,430 ",4 BHK Apartment in M3M Polo Suites,Sector 65,properties for sale in Gurgaon,Not approved by RERA,4.0, M3M Polo Suites,M3M,Apartment
40500000.0,Ready to move,5600,"7,232 ",5 BHK Apartment in M3M Merlin,Sector 67,Sharma Prop,Not approved by RERA,5.0, M3M Merl,M3M,Apartment
31500000.0,Ready to move,4500,"7,000 ",4 BHK Independent Floor,Sector 63,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
55500000.0,Ready to move,5790,"9,585 ",4 BHK Apartment in M3M Merlin,Sector 67,Sharma Prop,Not approved by RERA,4.0, M3M Merl,M3M,Apartment
59000000.0,Ready to move,8000,"7,375 ",5 BHK Apartment in Ouraniaaa,Golf Course Road,Sharma Prop,Not approved by RERA,5.0, Ouraniaaa,Ouraniaaa,Apartment
62000000.0,Ready to move,4000,"15,500 ",4 BHK Apartment in Palm springsss,Golf Course Road,Sharma Prop,Not approved by RERA,4.0, Palm spr,Palm,Apartment
160000000.0,Ready to move,6400,"25,000 ",4 BHK Apartment in Magnoliaaa,Golf Course Road,Sharma Prop,Not approved by RERA,4.0, Magnoliaaa,Magnoliaaa,Apartment
70000000.0,Ready to move,5545,"12,623 ",5 BHK Apartment in Pioneer Araya,Sector 62,Sharma Prop,Not approved by RERA,5.0, Pioneer Araya,Pioneer,Apartment
87500000.0,Ready to move,8150,"10,736 ",6 BHK Apartment in Emaar Marbella,Sector 66,Sharma Prop,Not approved by RERA,6.0, Emaar Marbella,Emaar,Apartment
46500000.0,Ready to move,6840,"6,798 ",4 BHK Independent Floor,Suncity Sector 54,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
56000000.0,Ready to move,4400,"12,727 ",4 BHK Apartment in Pioneer Araya,Sector 62,Sharma Prop,Not approved by RERA,4.0, Pioneer Araya,Pioneer,Apartment
21900000.0,Ready to move,2844,"7,700 ",4 BHK Independent Floor,DLF Phase 3,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
28900000.0,Ready to move,3000,"9,633 ",4 BHK Independent Floor,South City I,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
55000000.0,Ready to move,7300,"7,534 ",5 BHK Independent Floor in Luxurious floor,DLF Phase 4,Sharma Prop,Not approved by RERA,5.0, Luxurious floor,Luxurious,Floor
42500000.0,Ready to move,2700,"15,740 ",4 BHK Apartment in Park placess,Golf Course Road,Sharma Prop,Not approved by RERA,4.0, Park placess,Park,Apartment
77500000.0,Ready to move,6768,"11,450 ",5 BHK Villa in Vipul Tatvam Villas,Sector 48,Sharma Prop,Not approved by RERA,5.0, Vipul Tatvam Villas,Vipul,Villa
87500000.0,Ready to move,8568,"10,212 ",5 BHK Apartment in Vipul Tatvam Villas,Sector 48,Sharma Prop,Not approved by RERA,5.0, Vipul Tatvam Villas,Vipul,Apartment
37000000.0,Under Construction,2685,"13,780 ",3 BHK Apartment in Suncity Platinum Towers,Sector 28,Sharma Prop,Approved by RERA,3.0, Suncity Plat,Suncity,Apartment
71500000.0,Ready to move,8500,"8,411 ",5 BHK Penthouse in Bestech Park View Spa,Sector 47,home,Not approved by RERA,5.0, Bestech Park View Spa,Bestech,Penthouse
95000000.0,Ready to move,10000,"9,500 ",6 BHK Apartment in SS Hibiscus New Villas,Sector 50,Property In Gurgaon,Not approved by RERA,6.0, SS Hibiscus New Villas,SS,Apartment
50000000.0,Ready to move,6400,"7,812 ",5 BHK Villa in Luxurious villa,Sector 67,properties for sale in Gurgaon,Not approved by RERA,5.0, Luxurious villa,Luxurious,Villa
23000000.0,Ready to move,2700,"8,518 ",3 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 1,Sharma Prop,Not approved by RERA,3.0, LUXURY floorsss,LUXURY,Floor
16000000.0,Ready to move,2700,"5,925 ",3 BHK Independent Floor in LUXURY floorsss,Sector 57,Sharma Prop,Not approved by RERA,3.0, LUXURY floorsss,LUXURY,Floor
36800000.0,Under Construction,3200,"11,500 ",4 BHK Independent Floor in Dlf floorsss,DLF Phase 3,Sharma Prop,Not approved by RERA,4.0, Dlf floorsss,Dlf,Floor
82500000.0,Ready to move,7000,"11,785 ",4 BHK Apartment in Ambience Caitriona,Sector 24,Sharma Prop,Not approved by RERA,4.0, Ambience Caitriona,Ambience,Apartment
35000000.0,Ready to move,4600,"7,608 ",5 BHK Independent Floor in Sushant lok floorsss,Sushant Lok Phase 3,Sharma Prop,Not approved by RERA,5.0, Sushant lok floorsss,Sushant,Floor
35000000.0,Ready to move,2800,"12,500 ",4 BHK Independent Floor,DLF Phase 2,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
24400000.0,Ready to move,2369,"10,299 ",3 BHK Apartment in Uniworld City,Sector 30,Sharma Prop,Not approved by RERA,3.0, Uniworld City,Uniworld,Apartment
57500000.0,Ready to move,7000,"8,214 ",4 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 1,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
50000000.0,Ready to move,7150,"6,993 ",5 BHK Independent Floor,DLF Phase 3,Sharma Prop,Not approved by RERA,5.0,Outside Socity,Outside,Plot
32500000.0,Ready to move,3200,"10,156 ",4 BHK Independent Floor,DLF Phase 4,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
41200000.0,Ready to move,4500,"9,155 ",4 BHK Independent Floor in DLF Phase 2,Sector 25,Sharma Prop,Not approved by RERA,4.0, DLF Phase 2,DLF,Floor
310000000.0,Ready to move,9800,"31,632 ",6 BHK Apartment in DLF Magnolias,Sector 42,Sharma Prop,Not approved by RERA,6.0, DLF Magnolias,DLF,Apartment
110000000.0,Under Construction,6000,"18,333 ",4 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Sharma Prop,Approved by RERA,4.0, Tribeca Trump Towers Delhi NCR,Tribeca,Apartment
23900000.0,Ready to move,2874,"8,315 ",4 BHK Apartment in Ireo Skyon,Sector 60,Sharma Prop,Not approved by RERA,4.0, Ireo Skyon,Ireo,Apartment
47500000.0,Ready to move,7500,"6,333 ",5 BHK Independent Floor in LUXURY floorsss,DLF Phase 3,Sharma Prop,Not approved by RERA,5.0, LUXURY floorsss,LUXURY,Floor
90000000.0,Ready to move,9500,"9,473 ",5 BHK Villa in Villasss,Sector 50,Sharma Prop,Not approved by RERA,5.0, Villasss,Villasss,Villa
85000000.0,Ready to move,9000,"9,444 ",5 BHK Penthouse in Penthouse,Sector-50 Gurgaon,Sharma Prop,Not approved by RERA,5.0, Penthouse,Penthouse,Penthouse
32900000.0,Ready to move,4621,"7,119 ",4 BHK Penthouse in Penthouse,Sector 50,home,Not approved by RERA,4.0, Penthouse,Penthouse,Penthouse
56000000.0,Ready to move,7400,"7,567 ",5 BHK Villa in Ireo Victory Valley,Sector 67,Property In Gurgaon,Not approved by RERA,5.0, Ireo Victory Valley,Ireo,Villa
24500000.0,Ready to move,2475,"9,898 ",3 BHK Independent Floor in LUXURY floorsss,DLF Phase 4,properties for sale in Gurgaon,Not approved by RERA,3.0, LUXURY floorsss,LUXURY,Floor
17500000.0,Ready to move,3800,"4,605 ",4 BHK Apartment in Reputed Builder Sushant Lok 3,Sector 57,Sharma Prop,Not approved by RERA,4.0, Reputed Builder Sushant Lok 3,Reputed,Apartment
45900000.0,Ready to move,3800,"12,078 ",3 BHK Apartment in Arayaa,Golf Course Extension Road,Sharma Prop,Not approved by RERA,3.0, Arayaa,Arayaa,Apartment
80000000.0,Ready to move,3600,"22,222 ",3 BHK Apartment in DLF The Crest,Sector 54,Sharma Prop,Not approved by RERA,3.0, DLF The Crest,DLF,Apartment
30900000.0,Ready to move,4500,"6,888 ",4 BHK Independent Floor,Malibu Towne,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
39500000.0,Ready to move,3240,"12,191 ",4 BHK Independent Floor,South City I,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
370000000.0,Ready to move,11500,"32,173 ",7 BHK Apartment in Ambience Caitriona,Sector 24,Sharma Prop,Not approved by RERA,7.0, Ambience Caitriona,Ambience,Apartment
390000000.0,Ready to move,10000,"39,000 ",6 BHK Penthouse in DLF Magnolias,Sector 42,Sharma Prop,Not approved by RERA,6.0, DLF Magnolias,DLF,Penthouse
175000000.0,Ready to move,15000,"11,666 ",15 BHK Independent House in LUXURY kothi,DLF Phase 3,Sharma Prop,Not approved by RERA,15.0, LUXURY kothi,LUXURY,House
32900000.0,Ready to move,4518,"7,281 ",5 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 2,Sharma Prop,Not approved by RERA,5.0, LUXURY floorsss,LUXURY,Floor
72500000.0,Ready to move,5761,"12,584 ",5 BHK Apartment in Pioneer Araya,Sector 62,Sharma Prop,Not approved by RERA,5.0, Pioneer Araya,Pioneer,Apartment
27000000.0,Ready to move,2700,"10,000 ",4 BHK Independent Floor in LUXURY floorsss,Sushant LOK I,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
51900000.00000001,Ready to move,4518,"11,487 ",4 BHK Independent Floor in LUXURY floorsss,DLF Phase 2,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
42500000.0,Ready to move,3618,"11,746 ",4 BHK Independent Floor,DLF Phase 2,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
32500000.0,Ready to move,2700,"12,037 ",4 BHK Independent Floor,DLF Phase 2,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
168000000.0,Ready to move,6000,"28,000 ",4 BHK Apartment in DLF Magnolias,Sector 42,Sharma Prop,Not approved by RERA,4.0, DLF Magnolias,DLF,Apartment
90000000.0,Ready to move,9600,"9,375 ",12 BHK Independent House in LUXURY floorsss,DLF Phase 3,Sharma Prop,Not approved by RERA,12.0, LUXURY floorsss,LUXURY,House
56000000.0,Under Construction,3350,"16,716 ",4 BHK Apartment in Silverglades Hightown Residences,Sector 28,Sharma Prop,Approved by RERA,4.0, Silverglades Hightown Residences,Silverglades,Apartment
100000000.0,Ready to move,9000,"11,111 ",5 BHK Apartment in M3M Golf Estate,Sector 65,home,Not approved by RERA,5.0, M3M Golf Estate,M3M,Apartment
26500000.0,Ready to move,3240,"8,179 ",4 BHK Independent Floor,South City I,Property In Gurgaon,Not approved by RERA,4.0,Outside Socity,Outside,Plot
42500000.0,Ready to move,6000,"7,083 ",5 BHK Apartment in Bestech The Sky Suites,Sector 81,properties for sale in Gurgaon,Not approved by RERA,5.0, Bestech The Sky Suites,Bestech,Apartment
130000000.0,Ready to move,10000,"13,000 ",6 BHK Apartment in Pioneer Araya,Sector 62,Sharma Prop,Not approved by RERA,6.0, Pioneer Araya,Pioneer,Apartment
74900000.0,Ready to move,4500,"16,644 ",4 BHK Apartment in Salcon The Verandas,Sector 54,Sharma Prop,Not approved by RERA,4.0, Salcon The Verandas,Salcon,Apartment
41500000.0,Ready to move,3160,"13,132 ",4 BHK Apartment in ABW La Lagune,Sector 54,Sharma Prop,Not approved by RERA,4.0, ABW La Lagune,ABW,Apartment
46800000.0,Ready to move,4000,"11,700 ",4 BHK Apartment in DLF The Pinnacle,Sector 43,Sharma Prop,Not approved by RERA,4.0, DLF The P,DLF,Apartment
49500000.0,Ready to move,3500,"14,142 ",4 BHK Apartment in DLF The Belaire,Sector 54,Sharma Prop,Not approved by RERA,4.0, DLF The Belaire,DLF,Apartment
27500000.0,Ready to move,2700,"10,185 ",4 BHK Independent Floor,Sushant LOK I,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
31000000.0,Ready to move,2700,"11,481 ",4 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 1,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
29000000.0,Ready to move,4500,"6,444 ",4 BHK Independent Floor,South City II,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
15000000.0,Ready to move,2200,"6,818 ",3 BHK Independent Floor in Builders floorsss,Sushant Lok Phase 3,Sharma Prop,Not approved by RERA,3.0, Builders floorsss,Builders,Floor
46000000.0,Under Construction,2650,"17,358 ",3 BHK Apartment in Suncity Platinum Towers,Sector 28,Sharma Prop,Approved by RERA,3.0, Suncity Plat,Suncity,Apartment
47500000.0,Ready to move,4518,"10,513 ",4 BHK Independent Floor in LUXURY floorsss,DLF Phase 4,Sharma Prop,Not approved by RERA,4.0, LUXURY floorsss,LUXURY,Floor
86900000.0,Ready to move,8568,"10,142 ",6 BHK Villa in Tatvam villaass,Sohna Road Sector 47,Sharma Prop,Not approved by RERA,6.0, Tatvam villaass,Tatvam,Villa
38900000.0,Ready to move,6000,"6,483 ",5 BHK Penthouse in Sky Suites,NH 8,Sharma Prop,Not approved by RERA,5.0, Sky Suites,Sky,Penthouse
25500000.0,Ready to move,2831,"9,007 ",4 BHK Apartment in DLF The Ultima,Sector 81,Sharma Prop,Not approved by RERA,4.0, DLF The Ultima,DLF,Apartment
110000000.0,Ready to move,9000,"12,222 ",5 BHK Penthouse in Arayaas,Golf Course Extension Road,Sharma Prop,Not approved by RERA,5.0, Arayaas,Arayaas,Penthouse
600000000.0,Ready to move,11500,"52,173 ",7 BHK Penthouse in Camelliaass,Golf Course Road,Sharma Prop,Not approved by RERA,7.0, Camelliaass,Camelliaass,Penthouse
65000000.0,Ready to move,4500,"14,444 ",4 BHK Independent Floor,DLF CITY PHASE I,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
29000000.0,Ready to move,2400,"12,083 ",4 BHK Independent Floor,DLF Phase 4,home,Not approved by RERA,4.0,Outside Socity,Outside,Plot
32500000.0,Ready to move,3400,"9,558 ",4 BHK Independent Floor,Sector 27,Property In Gurgaon,Not approved by RERA,4.0,Outside Socity,Outside,Plot
66000000.0,Ready to move,4518,"14,608 ",4 BHK Independent Floor in Luxurious floors,DLF CITY PHASE I,properties for sale in Gurgaon,Not approved by RERA,4.0, Luxurious floors,Luxurious,Floor
26900000.0,Ready to move,2700,"9,962 ",4 BHK Independent Floor,Sushant Lok Phase - 1,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
90000000.0,Ready to move,6400,"14,062 ",5 BHK Apartment in M3M Golf Estate,Sector 65,Sharma Prop,Not approved by RERA,5.0, M3M Golf Estate,M3M,Apartment
52500000.0,Under Construction,6300,"8,333 ",5 BHK Independent Floor in Alameda floorsss,Alameda,Sharma Prop,Not approved by RERA,5.0, Alameda floorsss,Alameda,Floor
60000000.0,Ready to move,7000,"8,571 ",4 BHK Independent Floor,DLF Phase 3,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
47800000.0,Ready to move,4500,"10,622 ",4 BHK Independent Floor,DLF Phase 2,Sharma Prop,Not approved by RERA,4.0,Outside Socity,Outside,Plot
9000000.0,Ready to move,1400,"6,428 ",3 BHK Independent Floor,Sushant Lok Phase 3,Sharma Prop,Not approved by RERA,3.0,Outside Socity,Outside,Plot
25099999.999999996,Ready to move,2791,"9,013 ",4 BHK Apartment in Ireo Skyon,Sector 60,Sharma Prop,Not approved by RERA,4.0, Ireo Skyon,Ireo,Apartment
24400000.0,Ready to move,2360,"10,338 ",3 BHK Apartment in Uniworld City,Sector 30,Sharma Prop,Not approved by RERA,3.0, Uniworld City,Uniworld,Apartment
